"Prompt: 
You will see a series of words. Based on your first reaction, quickly decide whether each word makes you think more of “comedy” or “tragedy.” Write down your choice next to each word.

Please note:

Quick reaction: Don’t overthink it—rely on your first impression.
Concise response: Simply write the word and your choice. Do not add any extra content.

These words are:
",order-0,shuffle0-test0,"Prompt: 
You will see a series of words. Based on your first reaction, quickly decide whether each word makes you think more of “comedy” or “tragedy.” Write down your choice next to each word.

Please note:

Quick reaction: Don’t overthink it—rely on your first impression.
Concise response: Simply write the word and your choice. Do not add any extra content.

These words are:
.1",order-1,shuffle1-test0
1693. Performance,3358,COMEDY,1693. Anna,4689,TRAGEDY
1694. w,3926,COMEDY,1694. Increase,4503,TRAGEDY
1695. ignoring,4266,COMEDY,1695. privacy,892,TRAGEDY
1696. insert,4417,COMEDY,1696. he,19,COMEDY
1697. medicine,1739,TRAGEDY,1697. hobbies,3947,COMEDY
1698. Studies,2713,TRAGEDY,1698. convert,2771,COMEDY
1699. age,601,TRAGEDY,1699. push,1299,COMEDY
1700. excitement,1140,COMEDY,1700. grass,4496,COMEDY
1701. teams,800,COMEDY,1701. compassion,2016,TRAGEDY
1702. graphics,2096,COMEDY,1702. yogurt,3123,COMEDY
1703. pork,4119,COMEDY,1703. report,519,TRAGEDY
1704. recommend,760,COMEDY,1704. Greek,4024,TRAGEDY
1705. locked,4189,TRAGEDY,1705. surge,4327,TRAGEDY
1706. overcome,877,TRAGEDY,1706. wines,4848,COMEDY
1707. examples,47,TRAGEDY,1707. opportunity,511,COMEDY
1708. pairs,3294,COMEDY,1708. regression,4787,TRAGEDY
1709. pulling,4502,COMEDY,1709. individual,900,TRAGEDY
1710. tutorials,3441,COMEDY,1710. Quality,3931,COMEDY
1711. push,1299,COMEDY,1711. refine,3740,COMEDY
1712. Queen,3105,COMEDY,1712. models,596,COMEDY
1713. charming,4662,COMEDY,1713. crew,2322,COMEDY
1714. smiling,1845,COMEDY,1714. candidate,2958,COMEDY
1715. appeal,2045,COMEDY,1715. individuals,58,COMEDY
1716. def,1202,COMEDY,1716. equipped,2672,COMEDY
1717. landmarks,2692,COMEDY,1717. diet,1258,COMEDY
1718. outline,2702,COMEDY,1718. mix,651,COMEDY
1719. memory,673,TRAGEDY,1719. submission,3888,TRAGEDY
1720. Royal,4071,COMEDY,1720. patience,2749,COMEDY
1721. heritage,1041,TRAGEDY,1721. cross,4623,TRAGEDY
1722. raises,3346,COMEDY,1722. gon,4583,COMEDY
1723. Imagine,4644,COMEDY,1723. prompts,914,COMEDY
1724. diabetes,3484,TRAGEDY,1724. walls,1457,TRAGEDY
1725. activism,2556,TRAGEDY,1725. acids,4321,TRAGEDY
1726. muscle,1642,COMEDY,1726. broken,3984,TRAGEDY
1727. inform,2388,COMEDY,1727. ambulance,4844,TRAGEDY
1728. empowering,4835,COMEDY,1728. style,125,COMEDY
1729. counseling,2891,TRAGEDY,1729. priority,2503,COMEDY
1730. bookshelf,4505,COMEDY,1730. slavery,4822,TRAGEDY
1731. ears,3647,COMEDY,1731. today,383,COMEDY
1732. Empire,1336,TRAGEDY,1732. origins,3969,COMEDY
1733. weeks,1398,COMEDY,1733. isolation,2165,TRAGEDY
1734. dependence,4949,TRAGEDY,1734. Cost,4133,TRAGEDY
1735. crafting,4781,COMEDY,1735. Report,4584,COMEDY
1736. fades,4957,TRAGEDY,1736. li,4390,COMEDY
1737. rhythm,2869,COMEDY,1737. promotions,3132,COMEDY
1738. needed,389,TRAGEDY,1738. discount,4286,COMEDY
1739. consumption,963,TRAGEDY,1739. homes,1867,COMEDY
1740. breaches,4424,TRAGEDY,1740. taste,789,COMEDY
1741. choice,603,COMEDY,1741. tool,432,COMEDY
1742. Output,3076,TRAGEDY,1742. creativity,824,COMEDY
1743. treating,2607,COMEDY,1743. impacted,1235,TRAGEDY
1744. x,392,COMEDY,1744. Girls,4763,COMEDY
1745. grants,3451,COMEDY,1745. withstand,4456,TRAGEDY
1746. manufacturing,1300,TRAGEDY,1746. smiled,4468,COMEDY
1747. generated,1621,TRAGEDY,1747. celebrates,4742,COMEDY
1748. alert,4968,TRAGEDY,1748. noting,2389,COMEDY
1749. way,31,COMEDY,1749. improves,4240,COMEDY
1750. illustrate,3430,COMEDY,1750. fire,1020,TRAGEDY
1751. addiction,1449,TRAGEDY,1751. suggesting,3387,COMEDY
1752. club,684,COMEDY,1752. growing,659,COMEDY
1753. encryption,2398,TRAGEDY,1753. fills,4000,COMEDY
1754. project,193,COMEDY,1754. array,738,COMEDY
1755. pictures,3115,COMEDY,1755. E,2857,COMEDY
1756. explain,755,COMEDY,1756. weight,781,TRAGEDY
1757. hate,4638,TRAGEDY,1757. mistake,3332,COMEDY
1758. stunning,3660,COMEDY,1758. space,249,COMEDY
1759. shot,1960,TRAGEDY,1759. protocols,2275,TRAGEDY
1760. been,21,TRAGEDY,1760. bars,2812,COMEDY
1761. accessibility,1861,COMEDY,1761. scenarios,1761,COMEDY
1762. adoption,1492,COMEDY,1762. talks,4273,COMEDY
1763. entertainment,1431,COMEDY,1763. performers,4547,COMEDY
1764. history,150,TRAGEDY,1764. clubroom,4514,COMEDY
1765. causes,1152,TRAGEDY,1765. consideration,2230,TRAGEDY
1766. chatbots,4556,COMEDY,1766. Love,2786,COMEDY
1767. select,1836,COMEDY,1767. Agency,4579,COMEDY
1768. http,3852,COMEDY,1768. AND,3390,COMEDY
1769. limitations,1088,TRAGEDY,1769. extended,3815,TRAGEDY
1770. equity,2582,COMEDY,1770. schedule,1044,TRAGEDY
1771. London,2391,COMEDY,1771. barrier,3802,TRAGEDY
1772. claim,2630,TRAGEDY,1772. gather,2008,COMEDY
1773. round,2206,COMEDY,1773. influence,433,COMEDY
1774. Given,1422,COMEDY,1774. Vietnam,4358,TRAGEDY
1775. Define,2111,COMEDY,1775. Bank,3184,COMEDY
1776. profit,3054,COMEDY,1776. Sea,3534,COMEDY
1777. trial,2580,TRAGEDY,1777. modified,3216,COMEDY
1778. lies,2218,TRAGEDY,1778. penis,3966,COMEDY
1779. month,1620,COMEDY,1779. lesson,2907,TRAGEDY
1780. distribution,1143,COMEDY,1780. coffee,549,COMEDY
1781. split,3723,COMEDY,1781. wants,1807,COMEDY
1782. python,2177,COMEDY,1782. circle,3048,COMEDY
1783. bonds,2972,TRAGEDY,1783. ourselves,2118,COMEDY
1784. radio,3247,COMEDY,1784. empowerment,4639,COMEDY
1785. surrounding,1001,TRAGEDY,1785. them,13,COMEDY
1786. parties,1230,COMEDY,1786. hydrated,4481,COMEDY
1787. discovered,1401,TRAGEDY,1787. contribution,3628,COMEDY
1788. identities,3309,TRAGEDY,1788. improved,1279,COMEDY
1789. diseases,1189,TRAGEDY,1789. passionate,4621,COMEDY
1790. kill,1798,TRAGEDY,1790. Lord,3151,TRAGEDY
1791. penetrate,3031,TRAGEDY,1791. see,63,COMEDY
1792. Canada,2004,COMEDY,1792. JavaScript,2429,COMEDY
1793. stir,3873,COMEDY,1793. load,2192,COMEDY
1794. terms,409,COMEDY,1794. considering,1270,COMEDY
1795. recorded,4907,COMEDY,1795. reach,469,COMEDY
1796. cuts,4211,TRAGEDY,1796. key,792,COMEDY
1797. engagement,523,COMEDY,1797. Peter,3596,COMEDY
1798. cozy,3857,COMEDY,1798. costs,474,TRAGEDY
1799. aimed,1344,TRAGEDY,1799. aligned,3817,COMEDY
1800. reveal,2887,TRAGEDY,1800. pull,3327,COMEDY
1801. legend,4771,COMEDY,1801. GPT,3642,COMEDY
1802. gone,2126,TRAGEDY,1802. Italy,3396,COMEDY
1803. Group,2182,COMEDY,1803. script,615,COMEDY
1804. survivors,3822,TRAGEDY,1804. cells,1107,TRAGEDY
1805. novels,3022,COMEDY,1805. miles,3162,TRAGEDY
1806. element,828,COMEDY,1806. hanging,3689,TRAGEDY
1807. minds,3298,COMEDY,1807. awe,2872,COMEDY
1808. File,3679,COMEDY,1808. Chapter,1546,COMEDY
1809. introduce,2674,COMEDY,1809. transaction,2994,COMEDY
1810. port,3320,COMEDY,1810. changed,1225,TRAGEDY
1811. optimization,2376,COMEDY,1811. reviews,990,COMEDY
1812. happiness,1940,COMEDY,1812. keywords,1907,COMEDY
1813. Vietnam,4358,TRAGEDY,1813. planned,3875,COMEDY
1814. medication,2090,TRAGEDY,1814. paper,557,COMEDY
1815. attempts,2161,TRAGEDY,1815. retrieve,2355,COMEDY
1816. greenhouse,1324,COMEDY,1816. fashion,491,COMEDY
1817. International,1276,COMEDY,1817. government,162,TRAGEDY
1818. hopes,4720,COMEDY,1818. someone,341,TRAGEDY
1819. depend,1558,TRAGEDY,1819. found,93,COMEDY
1820. fueled,4807,TRAGEDY,1820. ear,4122,COMEDY
1821. systems,148,COMEDY,1821. distance,986,TRAGEDY
1822. her,79,COMEDY,1822. equality,1444,COMEDY
1823. snack,2467,COMEDY,1823. Bob,4129,COMEDY
1824. farmers,996,COMEDY,1824. essay,583,TRAGEDY
1825. convenience,3322,COMEDY,1825. object,1046,TRAGEDY
1826. heads,3518,COMEDY,1826. Rose,4574,TRAGEDY
1827. technology,55,COMEDY,1827. courage,2281,COMEDY
1828. asks,2861,COMEDY,1828. revolution,4519,TRAGEDY
1829. theater,3427,COMEDY,1829. ranging,3337,COMEDY
1830. limit,1155,TRAGEDY,1830. podcasts,4855,COMEDY
1831. therapy,503,COMEDY,1831. transitions,4819,COMEDY
1832. restaurants,1180,COMEDY,1832. skills,101,COMEDY
1833. Body,3678,TRAGEDY,1833. Provide,957,COMEDY
1834. expertise,982,COMEDY,1834. rating,3865,COMEDY
1835. Experience,3803,COMEDY,1835. arrival,3935,COMEDY
1836. purposes,1563,TRAGEDY,1836. W,4628,COMEDY
1837. receive,1293,COMEDY,1837. mountains,2645,TRAGEDY
1838. water,54,COMEDY,1838. Richard,4261,COMEDY
1839. gather,2008,COMEDY,1839. women,251,COMEDY
1840. Welcome,4304,COMEDY,1840. emerging,1770,COMEDY
1841. waves,1717,COMEDY,1841. combination,794,COMEDY
1842. regulation,2332,TRAGEDY,1842. photos,1707,COMEDY
1843. fatigue,4105,TRAGEDY,1843. online,434,COMEDY
1844. trials,3424,TRAGEDY,1844. William,2300,COMEDY
1845. machine,636,COMEDY,1845. day,86,COMEDY
1846. childhood,2335,COMEDY,1846. salt,1129,COMEDY
1847. street,1184,COMEDY,1847. intention,4525,TRAGEDY
1848. surgery,3670,TRAGEDY,1848. optimized,3856,COMEDY
1849. stages,2839,TRAGEDY,1849. assistant,2926,COMEDY
1850. enchanting,4697,COMEDY,1850. Watch,4622,COMEDY
1851. publications,4674,COMEDY,1851. security,225,TRAGEDY
1852. Depending,4474,TRAGEDY,1852. comes,436,COMEDY
1853. Users,3126,COMEDY,1853. devices,556,COMEDY
1854. say,644,COMEDY,1854. lips,1993,COMEDY
1855. husband,3009,COMEDY,1855. Select,3872,COMEDY
1856. defend,4580,TRAGEDY,1856. cutting,3186,TRAGEDY
1857. Training,2488,COMEDY,1857. assist,944,COMEDY
1858. dioxide,3203,TRAGEDY,1858. you,2,COMEDY
1859. sea,1053,COMEDY,1859. person,250,COMEDY
1860. developments,2108,COMEDY,1860. encouragement,3775,COMEDY
1861. Salt,4348,COMEDY,1861. portion,3251,COMEDY
1862. fun,544,COMEDY,1862. clarify,3682,COMEDY
1863. sent,1593,TRAGEDY,1863. cooked,2542,COMEDY
1864. str,4369,COMEDY,1864. Following,4673,TRAGEDY
1865. Agreement,3214,COMEDY,1865. activism,2556,TRAGEDY
1866. analyzed,4549,TRAGEDY,1866. families,889,COMEDY
1867. covers,1898,COMEDY,1867. tell,307,COMEDY
1868. happening,1802,COMEDY,1868. Zane,2746,COMEDY
1869. requires,426,TRAGEDY,1869. communicating,3656,COMEDY
1870. leave,1214,TRAGEDY,1870. interesting,3318,COMEDY
1871. Add,761,COMEDY,1871. appears,1835,TRAGEDY
1872. urgency,2956,TRAGEDY,1872. treatment,457,TRAGEDY
1873. palette,4399,COMEDY,1873. emerge,4332,TRAGEDY
1874. anything,406,COMEDY,1874. artists,438,COMEDY
1875. youth,2992,COMEDY,1875. variety,318,COMEDY
1876. row,1596,COMEDY,1876. we,12,COMEDY
1877. topic,744,COMEDY,1877. opponent,3008,TRAGEDY
1878. chili,4158,COMEDY,1878. purchasing,2419,COMEDY
1879. int,506,TRAGEDY,1879. degrees,2948,TRAGEDY
1880. comfort,1059,COMEDY,1880. startups,4312,COMEDY
1881. ignore,3957,TRAGEDY,1881. representation,1172,TRAGEDY
1882. cock,2943,COMEDY,1882. started,473,COMEDY
1883. responsibilities,1718,TRAGEDY,1883. wall,1796,TRAGEDY
1884. Tips,3813,COMEDY,1884. April,2835,COMEDY
1885. members,265,COMEDY,1885. browse,4527,COMEDY
1886. date,773,COMEDY,1886. Golden,4550,COMEDY
1887. sum,1792,TRAGEDY,1887. cell,1361,TRAGEDY
1888. museums,2855,TRAGEDY,1888. explore,312,COMEDY
1889. Family,4859,COMEDY,1889. Hey,940,COMEDY
1890. prowess,4572,COMEDY,1890. corporations,3038,TRAGEDY
1891. emphasize,2967,COMEDY,1891. motivation,1791,COMEDY
1892. governance,2519,TRAGEDY,1892. workforce,2435,TRAGEDY
1893. post,1017,COMEDY,1893. enters,3222,COMEDY
1894. wedding,3146,COMEDY,1894. neighborhood,2988,COMEDY
1895. paragraphs,4225,TRAGEDY,1895. exists,2298,TRAGEDY
1896. musicians,1628,COMEDY,1896. User,1838,COMEDY
1897. execution,3010,TRAGEDY,1897. maintenance,1218,TRAGEDY
1898. sex,1889,COMEDY,1898. crop,1953,TRAGEDY
1899. sell,2666,COMEDY,1899. brown,3418,COMEDY
1900. log,2686,COMEDY,1900. virus,3517,TRAGEDY
1901. tracks,2849,TRAGEDY,1901. Water,2109,COMEDY
1902. hygiene,4325,COMEDY,1902. removed,3111,TRAGEDY
1903. acting,2705,COMEDY,1903. cheeks,4748,COMEDY
1904. harmony,2277,COMEDY,1904. markets,1186,TRAGEDY
1905. learning,121,COMEDY,1905. Mugman,4241,COMEDY
1906. Air,2974,COMEDY,1906. heritage,1041,TRAGEDY
1907. lives,375,TRAGEDY,1907. struggles,1158,TRAGEDY
1908. enhance,454,COMEDY,1908. agency,2100,COMEDY
1909. frame,1810,COMEDY,1909. Explain,2914,COMEDY
1910. pie,4598,COMEDY,1910. winter,2256,TRAGEDY
1911. blockchain,2361,TRAGEDY,1911. specified,3248,TRAGEDY
1912. predators,3368,TRAGEDY,1912. shifts,3369,COMEDY
1913. Safety,3263,TRAGEDY,1913. spot,1550,COMEDY
1914. average,3410,TRAGEDY,1914. Dave,3429,COMEDY
1915. High,2685,COMEDY,1915. Girl,4120,COMEDY
1916. shared,558,COMEDY,1916. snow,4617,TRAGEDY
1917. assets,2371,TRAGEDY,1917. introduced,1631,COMEDY
1918. asset,3447,TRAGEDY,1918. traits,2366,TRAGEDY
1919. access,64,COMEDY,1919. dedication,1805,COMEDY
1920. indicates,2788,TRAGEDY,1920. General,2963,TRAGEDY
1921. emphasizing,1725,COMEDY,1921. Saturday,4339,COMEDY
1922. excited,1871,COMEDY,1922. gender,623,COMEDY
1923. agriculture,874,TRAGEDY,1923. M,3082,COMEDY
1924. score,1595,COMEDY,1924. snack,2467,COMEDY
1925. sensors,2490,COMEDY,1925. Attend,4841,COMEDY
1926. try,135,COMEDY,1926. Type,3419,COMEDY
1927. league,3700,COMEDY,1927. square,3765,COMEDY
1928. pushed,3476,TRAGEDY,1928. Chorus,4091,COMEDY
1929. minimizing,3070,COMEDY,1929. attribute,4589,COMEDY
1930. melody,3616,COMEDY,1930. supporting,818,COMEDY
1931. code,104,TRAGEDY,1931. tablespoons,4132,COMEDY
1932. Snow,4745,TRAGEDY,1932. river,2080,TRAGEDY
1933. desk,3331,COMEDY,1933. exit,3460,TRAGEDY
1934. think,201,COMEDY,1934. passing,1926,TRAGEDY
1935. biases,1755,TRAGEDY,1935. team,88,COMEDY
1936. researching,4883,COMEDY,1936. stack,3850,COMEDY
1937. journal,3362,TRAGEDY,1937. classroom,2282,COMEDY
1938. Impact,2569,TRAGEDY,1938. Center,1767,COMEDY
1939. James,1703,COMEDY,1939. Samantha,3552,COMEDY
1940. guides,2919,COMEDY,1940. shock,2920,TRAGEDY
1941. robots,3089,COMEDY,1941. letting,3272,TRAGEDY
1942. statistics,1463,TRAGEDY,1942. deeper,4526,TRAGEDY
1943. spirit,916,COMEDY,1943. yields,3655,COMEDY
1944. arms,1345,TRAGEDY,1944. doubt,3838,TRAGEDY
1945. played,578,COMEDY,1945. advocates,4543,COMEDY
1946. Lord,3151,TRAGEDY,1946. entrepreneurs,3114,COMEDY
1947. jobs,1117,TRAGEDY,1947. witnessed,4632,TRAGEDY
1948. apps,1192,COMEDY,1948. faculty,3777,COMEDY
1949. verify,3495,COMEDY,1949. sends,4434,COMEDY
1950. Data,1231,TRAGEDY,1950. way,31,COMEDY
1951. curves,4650,COMEDY,1951. resort,4891,COMEDY
1952. Sea,3534,TRAGEDY,1952. Always,2415,COMEDY
1953. reasons,1209,TRAGEDY,1953. efforts,207,TRAGEDY
1954. Could,695,COMEDY,1954. Design,1582,COMEDY
1955. mentions,3724,COMEDY,1955. Women,1687,COMEDY
1956. release,1018,COMEDY,1956. surveys,3042,COMEDY
1957. prevention,2757,TRAGEDY,1957. debris,3572,TRAGEDY
1958. teachers,1608,COMEDY,1958. stomach,3230,COMEDY
1959. action,259,COMEDY,1959. column,1643,COMEDY
1960. back,1291,COMEDY,1960. CBT,4113,COMEDY
1961. set,95,COMEDY,1961. phase,2798,TRAGEDY
1962. flowers,1648,COMEDY,1962. cast,2204,COMEDY
1963. javascript,4178,COMEDY,1963. encouraged,2279,COMEDY
1964. unit,2216,TRAGEDY,1964. chances,2741,COMEDY
1965. John,585,COMEDY,1965. drivers,3035,COMEDY
1966. surge,4327,TRAGEDY,1966. resources,73,TRAGEDY
1967. vinegar,3087,COMEDY,1967. javascript,4178,COMEDY
1968. inputs,2447,COMEDY,1968. skillet,3790,COMEDY
1969. counts,4619,COMEDY,1969. Christian,4461,TRAGEDY
1970. wage,4728,TRAGEDY,1970. herself,595,TRAGEDY
1971. fans,997,COMEDY,1971. watching,1307,COMEDY
1972. Lucy,4054,COMEDY,1972. Java,2906,COMEDY
1973. software,332,COMEDY,1973. sensation,2539,COMEDY
1974. pond,2965,COMEDY,1974. user,136,COMEDY
1975. Prepare,4671,COMEDY,1975. fit,1116,COMEDY
1976. revealed,2953,TRAGEDY,1976. granted,4305,TRAGEDY
1977. installations,4707,COMEDY,1977. belief,2175,TRAGEDY
1978. MC,2083,COMEDY,1978. Cook,3593,COMEDY
1979. Nature,3914,TRAGEDY,1979. dollars,4471,COMEDY
1980. effect,741,TRAGEDY,1980. offered,1379,COMEDY
1981. speak,1568,COMEDY,1981. b,918,COMEDY
1982. reputation,1317,TRAGEDY,1982. influencer,2964,COMEDY
1983. Spartan,2927,TRAGEDY,1983. Community,2095,COMEDY
1984. principle,3876,TRAGEDY,1984. tradition,2146,TRAGEDY
1985. Date,2546,COMEDY,1985. Great,1091,COMEDY
1986. AI,50,COMEDY,1986. stores,1508,COMEDY
1987. encourages,1763,COMEDY,1987. impacts,395,TRAGEDY
1988. triggers,4349,TRAGEDY,1988. carries,4653,TRAGEDY
1989. officers,2973,COMEDY,1989. valued,2724,TRAGEDY
1990. models,596,COMEDY,1990. writers,1917,COMEDY
1991. steps,202,COMEDY,1991. resume,4179,COMEDY
1992. rewarding,4364,COMEDY,1992. empathy,1844,TRAGEDY
1993. paperwork,4280,COMEDY,1993. Electric,4839,COMEDY
1994. right,765,COMEDY,1994. tap,4908,COMEDY
1995. fuck,1715,COMEDY,1995. Americans,2348,COMEDY
1996. std,1373,TRAGEDY,1996. marked,2487,TRAGEDY
1997. strength,444,TRAGEDY,1997. calculations,4752,COMEDY
1998. worker,4449,TRAGEDY,1998. beliefs,377,TRAGEDY
1999. definition,3904,COMEDY,1999. citizens,1526,TRAGEDY
2000. carry,2341,TRAGEDY,2000. tofu,4270,COMEDY
2001. scene,328,TRAGEDY,2001. embraced,3913,COMEDY
2002. TV,1250,COMEDY,2002. professionals,822,COMEDY
2003. farm,3613,COMEDY,2003. spoken,4540,COMEDY
2004. baking,1930,COMEDY,2004. drive,1156,COMEDY
2005. exhibitions,4221,COMEDY,2005. ages,2793,TRAGEDY
2006. gloves,4693,COMEDY,2006. occur,2590,COMEDY
2007. complexity,1249,TRAGEDY,2007. respected,4103,TRAGEDY
2008. plans,697,COMEDY,2008. physics,3004,COMEDY
2009. improve,80,COMEDY,2009. Guide,4504,COMEDY
2010. agents,3249,COMEDY,2010. AR,3277,COMEDY
2011. logo,2151,COMEDY,2011. Player,3753,COMEDY
2012. ring,2864,COMEDY,2012. attempt,2382,COMEDY
2013. repair,2890,COMEDY,2013. history,150,TRAGEDY
2014. made,52,COMEDY,2014. exhibitions,4221,COMEDY
2015. showed,2293,COMEDY,2015. thoughts,530,TRAGEDY
2016. cooking,912,COMEDY,2016. preprogrammed,3565,COMEDY
2017. teasing,4315,COMEDY,2017. Wait,4854,COMEDY
2018. provide,18,COMEDY,2018. piece,749,COMEDY
2019. costumes,4786,COMEDY,2019. Learn,3307,COMEDY
2020. celebrated,2668,COMEDY,2020. perseverance,3743,TRAGEDY
2021. prayer,4866,TRAGEDY,2021. kitchen,2162,COMEDY
2022. fertilizers,4696,COMEDY,2022. loans,3982,TRAGEDY
2023. characteristics,1732,COMEDY,2023. documents,1839,TRAGEDY
2024. mindfulness,903,COMEDY,2024. coaching,2301,COMEDY
2025. prison,4186,TRAGEDY,2025. acid,3237,TRAGEDY
2026. army,3786,TRAGEDY,2026. reefs,3798,TRAGEDY
2027. modify,1704,COMEDY,2027. France,2229,COMEDY
2028. forgiveness,3688,TRAGEDY,2028. affection,4529,COMEDY
2029. Mugman,4241,COMEDY,2029. president,3895,COMEDY
2030. wildlife,1183,COMEDY,2030. connecting,3108,COMEDY
2031. stuck,4494,COMEDY,2031. motivated,1414,COMEDY
2032. particles,2865,COMEDY,2032. California,2236,COMEDY
2033. Research,888,COMEDY,2033. supports,1610,COMEDY
2034. accept,2773,COMEDY,2034. gym,4919,COMEDY
2035. afraid,3407,TRAGEDY,2035. Work,3273,TRAGEDY
2036. subject,1975,COMEDY,2036. procedure,3883,TRAGEDY
2037. Please,373,COMEDY,2037. oils,2122,COMEDY
2038. perseverance,3743,TRAGEDY,2038. visitors,926,COMEDY
2039. labor,1083,TRAGEDY,2039. punishment,4539,TRAGEDY
2040. vary,897,COMEDY,2040. characterized,2087,TRAGEDY
2041. bound,3814,COMEDY,2041. policy,517,TRAGEDY
2042. Apply,3720,TRAGEDY,2042. Cup,4338,COMEDY
2043. differences,770,COMEDY,2043. therapies,3781,TRAGEDY
2044. enabled,1928,COMEDY,2044. Smith,3357,COMEDY
2045. dates,2625,COMEDY,2045. highlighted,3925,COMEDY
2046. hike,3314,COMEDY,2046. protection,836,TRAGEDY
2047. EXT,3206,TRAGEDY,2047. reasons,1209,COMEDY
2048. rolling,3641,COMEDY,2048. Forest,3877,COMEDY
2049. load,2192,TRAGEDY,2049. minimize,1322,TRAGEDY
2050. bullet,4445,TRAGEDY,2050. letter,1148,TRAGEDY
2051. efforts,207,TRAGEDY,2051. understood,3757,TRAGEDY
2052. Manager,3553,COMEDY,2052. resonates,2915,TRAGEDY
2053. provides,166,COMEDY,2053. suggestion,4509,COMEDY
2054. responded,4437,COMEDY,2054. dreams,1555,COMEDY
2055. Valley,3658,TRAGEDY,2055. joyful,4978,COMEDY
2056. phenomenon,4014,TRAGEDY,2056. trips,4249,COMEDY
2057. None,2127,TRAGEDY,2057. thesis,4237,TRAGEDY
2058. formed,2284,TRAGEDY,2058. schemes,4796,COMEDY
2059. proof,4582,TRAGEDY,2059. handles,4818,COMEDY
2060. humans,801,TRAGEDY,2060. VR,2081,COMEDY
2061. America,1175,COMEDY,2061. city,157,TRAGEDY
2062. gases,4190,COMEDY,2062. sort,2044,COMEDY
2063. blend,1310,COMEDY,2063. templates,4115,COMEDY
2064. portrayal,3093,TRAGEDY,2064. dressing,3258,COMEDY
2065. sensations,3292,COMEDY,2065. meal,1289,COMEDY
2066. gaps,3885,TRAGEDY,2066. interactions,911,COMEDY
2067. please,254,COMEDY,2067. offering,647,COMEDY
2068. Language,2819,TRAGEDY,2068. causing,870,TRAGEDY
2069. step,368,COMEDY,2069. manufacturer,3391,TRAGEDY
2070. Smith,3357,COMEDY,2070. players,450,COMEDY
2071. queries,2955,COMEDY,2071. guests,1974,COMEDY
2072. know,115,COMEDY,2072. express,1111,COMEDY
2073. Structure,3669,TRAGEDY,2073. pose,3043,COMEDY
2074. Court,3259,COMEDY,2074. Asia,2248,TRAGEDY
2075. prove,3482,TRAGEDY,2075. victims,3293,TRAGEDY
2076. medium,2025,COMEDY,2076. apple,3241,COMEDY
2077. planting,3363,COMEDY,2077. protein,1115,COMEDY
2078. preserve,1873,TRAGEDY,2078. continuing,3171,COMEDY
2079. finance,2272,TRAGEDY,2079. talents,4245,COMEDY
2080. usage,1092,COMEDY,2080. list,239,COMEDY
2081. obstacle,4882,TRAGEDY,2081. spreading,3205,TRAGEDY
2082. hope,896,COMEDY,2082. explanation,2085,COMEDY
2083. Style,4604,COMEDY,2083. roads,4032,TRAGEDY
2084. fear,757,TRAGEDY,2084. packages,3325,COMEDY
2085. completion,3964,COMEDY,2085. agent,3160,COMEDY
2086. investigate,3354,TRAGEDY,2086. selling,2393,COMEDY
2087. header,3970,COMEDY,2087. relations,2525,TRAGEDY
2088. programs,142,COMEDY,2088. belonging,3683,TRAGEDY
2089. Mike,4257,COMEDY,2089. Civil,2758,TRAGEDY
2090. outputs,3438,COMEDY,2090. shows,509,COMEDY
2091. patient,1275,TRAGEDY,2091. indicating,2579,COMEDY
2092. affecting,2101,TRAGEDY,2092. mindfulness,903,COMEDY
2093. expressed,3497,COMEDY,2093. molecules,4517,COMEDY
2094. evening,2392,COMEDY,2094. automation,1522,COMEDY
2095. inspiring,2700,COMEDY,2095. UK,1964,COMEDY
2096. detail,798,COMEDY,2096. encryption,2398,COMEDY
2097. oven,2270,COMEDY,2097. literacy,3536,COMEDY
2098. spirituality,4575,TRAGEDY,2098. poem,1229,TRAGEDY
2099. stage,1028,COMEDY,2099. led,320,TRAGEDY
2100. band,1688,COMEDY,2100. Ruth,4698,TRAGEDY
2101. evoke,3806,COMEDY,2101. Lee,3693,COMEDY
2102. silver,3968,COMEDY,2102. episode,2294,COMEDY
2103. medications,2851,TRAGEDY,2103. vulnerabilities,3261,TRAGEDY
2104. suited,4832,COMEDY,2104. breach,4947,TRAGEDY
2105. pan,2726,COMEDY,2105. missed,4135,TRAGEDY
2106. office,1049,COMEDY,2106. Get,1722,COMEDY
2107. sign,1460,COMEDY,2107. discuss,946,COMEDY
2108. sport,2608,COMEDY,2108. makes,381,COMEDY
2109. winning,2950,COMEDY,2109. London,2391,COMEDY
2110. combines,3193,COMEDY,2110. description,394,COMEDY
2111. aspects,692,COMEDY,2111. Air,2974,COMEDY
2112. infer,2375,TRAGEDY,2112. power,72,TRAGEDY
2113. podcasts,4855,COMEDY,2113. risk,264,TRAGEDY
2114. worry,1919,TRAGEDY,2114. entered,3000,COMEDY
2115. tell,307,COMEDY,2115. money,581,COMEDY
2116. dance,676,COMEDY,2116. onions,3130,COMEDY
2117. alternatives,2261,COMEDY,2117. Incorporating,4229,COMEDY
2118. pieces,1093,TRAGEDY,2118. result,275,TRAGEDY
2119. sentence,1233,TRAGEDY,2119. meant,2013,TRAGEDY
2120. accommodation,5000,COMEDY,2120. D,1689,COMEDY
2121. transition,1371,TRAGEDY,2121. navigate,975,COMEDY
2122. mentioned,713,COMEDY,2122. weapon,3898,TRAGEDY
2123. practices,70,COMEDY,2123. gathering,2938,COMEDY
