"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
",order-0,shuffle0-test0,"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
.1",order-1,shuffle1-test0
1742. difficulty,2323,TRAGEDY,1742. modifications,3388,TRAGEDY
1743. map,1785,COMEDY,1743. Ah,3648,COMEDY
1744. Greek,4024,TRAGEDY,1744. packaging,1501,COMEDY
1745. categories,2657,COMEDY,1745. push,1299,TRAGEDY
1746. facts,1832,COMEDY,1746. viewing,4182,COMEDY
1747. respiratory,4809,TRAGEDY,1747. recognize,1146,TRAGEDY
1748. fought,3079,TRAGEDY,1748. incorporated,2622,TRAGEDY
1749. musicians,1628,COMEDY,1749. record,1263,COMEDY
1750. paperwork,4280,COMEDY,1750. managed,1551,TRAGEDY
1751. Texas,3894,COMEDY,1751. results,359,TRAGEDY
1752. python,2177,COMEDY,1752. tomato,3980,COMEDY
1753. lineup,4755,COMEDY,1753. peoples,4023,TRAGEDY
1754. issues,91,TRAGEDY,1754. adapted,2485,TRAGEDY
1755. intake,3449,COMEDY,1755. charts,3920,TRAGEDY
1756. duty,3690,TRAGEDY,1756. gained,1923,COMEDY
1757. realization,2810,TRAGEDY,1757. politics,1652,TRAGEDY
1758. token,3473,COMEDY,1758. algorithms,1005,TRAGEDY
1759. element,828,COMEDY,1759. stock,1826,TRAGEDY
1760. future,180,COMEDY,1760. conflicts,947,TRAGEDY
1761. Student,4277,COMEDY,1761. resonate,4690,COMEDY
1762. destruction,2120,TRAGEDY,1762. creature,2187,COMEDY
1763. pricing,1483,COMEDY,1763. disorders,1447,TRAGEDY
1764. Conservation,4703,COMEDY,1764. lying,4738,TRAGEDY
1765. York,1472,COMEDY,1765. decision,699,TRAGEDY
1766. need,105,TRAGEDY,1766. class,327,COMEDY
1767. review,693,COMEDY,1767. query,1943,TRAGEDY
1768. receives,4675,COMEDY,1768. miles,3162,COMEDY
1769. ensures,1425,COMEDY,1769. shop,1576,COMEDY
1770. Games,3896,COMEDY,1770. encouraged,2279,COMEDY
1771. border,3310,TRAGEDY,1771. destruction,2120,TRAGEDY
1772. extent,2723,TRAGEDY,1772. discussed,2827,COMEDY
1773. mitigate,1029,TRAGEDY,1773. composting,4243,COMEDY
1774. sipping,4279,COMEDY,1774. quotes,2588,COMEDY
1775. working,199,COMEDY,1775. Protection,4762,TRAGEDY
1776. started,473,COMEDY,1776. tokens,3217,COMEDY
1777. Intelligence,4309,TRAGEDY,1777. allows,283,COMEDY
1778. pages,1456,COMEDY,1778. recognition,1058,COMEDY
1779. cloud,2498,COMEDY,1779. collaboration,690,COMEDY
1780. legislation,4200,TRAGEDY,1780. rhythm,2869,COMEDY
1781. discovery,2102,COMEDY,1781. div,1854,COMEDY
1782. mode,1970,COMEDY,1782. episodes,4555,COMEDY
1783. me,17,COMEDY,1783. Building,2316,COMEDY
1784. ideal,4593,COMEDY,1784. benefit,988,COMEDY
1785. taxes,3255,TRAGEDY,1785. election,3340,TRAGEDY
1786. auto,4980,COMEDY,1786. accessing,3338,COMEDY
1787. attacks,1306,TRAGEDY,1787. calories,3403,COMEDY
1788. data,27,TRAGEDY,1788. purchasing,2419,COMEDY
1789. estate,2648,TRAGEDY,1789. marriage,3405,COMEDY
1790. cars,1453,COMEDY,1790. portrayal,3093,TRAGEDY
1791. Your,2762,COMEDY,1791. prove,3482,TRAGEDY
1792. concept,630,TRAGEDY,1792. sets,977,COMEDY
1793. tokens,3217,COMEDY,1793. meanings,4861,COMEDY
1794. Monika,720,COMEDY,1794. artist,1327,COMEDY
1795. delivering,2860,COMEDY,1795. factors,190,TRAGEDY
1796. equipment,657,TRAGEDY,1796. locations,1614,COMEDY
1797. blocks,3065,COMEDY,1797. satisfaction,1036,COMEDY
1798. interview,2308,COMEDY,1798. raises,3346,COMEDY
1799. barrier,3802,TRAGEDY,1799. engineers,3795,COMEDY
1800. kind,545,COMEDY,1800. defeat,3155,TRAGEDY
1801. organisms,3104,COMEDY,1801. effects,195,TRAGEDY
1802. ghost,4260,TRAGEDY,1802. battery,2297,COMEDY
1803. AR,3277,COMEDY,1803. witness,3574,TRAGEDY
1804. existing,881,TRAGEDY,1804. followers,1808,COMEDY
1805. lake,2518,TRAGEDY,1805. anger,3014,TRAGEDY
1806. boundaries,814,TRAGEDY,1806. impacts,395,TRAGEDY
1807. indicating,2579,COMEDY,1807. start,247,COMEDY
1808. remove,1030,TRAGEDY,1808. pushing,1972,COMEDY
1809. income,891,COMEDY,1809. stay,281,COMEDY
1810. Software,4737,COMEDY,1810. Story,4996,COMEDY
1811. compliance,1945,TRAGEDY,1811. connection,495,COMEDY
1812. providing,175,COMEDY,1812. butter,1459,COMEDY
1813. combines,3193,COMEDY,1813. Ensure,1136,TRAGEDY
1814. date,773,COMEDY,1814. engaged,1369,COMEDY
1815. practice,260,COMEDY,1815. rooms,2942,TRAGEDY
1816. resilience,956,TRAGEDY,1816. distress,4418,TRAGEDY
1817. singing,4121,COMEDY,1817. alter,4600,TRAGEDY
1818. approaches,1090,COMEDY,1818. coding,3479,COMEDY
1819. ambiance,4777,TRAGEDY,1819. Bay,3985,COMEDY
1820. protect,369,TRAGEDY,1820. durability,3630,TRAGEDY
1821. UK,1964,COMEDY,1821. kind,545,COMEDY
1822. captures,2742,TRAGEDY,1822. Jessica,4535,COMEDY
1823. coding,3479,COMEDY,1823. sector,1187,TRAGEDY
1824. target,407,TRAGEDY,1824. sales,654,COMEDY
1825. insurance,1515,COMEDY,1825. w,3926,COMEDY
1826. leaves,991,TRAGEDY,1826. tracks,2849,COMEDY
1827. times,303,TRAGEDY,1827. shape,732,COMEDY
1828. wall,1796,TRAGEDY,1828. Sonic,3685,COMEDY
1829. angle,2980,COMEDY,1829. vitamin,4724,COMEDY
1830. explicit,4843,TRAGEDY,1830. state,289,TRAGEDY
1831. client,1119,COMEDY,1831. soil,582,TRAGEDY
1832. soil,582,TRAGEDY,1832. heat,631,TRAGEDY
1833. vector,2663,TRAGEDY,1833. lose,2709,TRAGEDY
1834. helping,873,COMEDY,1834. living,452,COMEDY
1835. farms,4573,COMEDY,1835. law,646,TRAGEDY
1836. connection,495,COMEDY,1836. reports,1370,TRAGEDY
1837. complexity,1249,TRAGEDY,1837. fits,3099,COMEDY
1838. Reduced,4836,TRAGEDY,1838. showcases,2359,COMEDY
1839. mix,651,COMEDY,1839. pressing,4246,TRAGEDY
1840. didn,4487,COMEDY,1840. desert,3858,TRAGEDY
1841. floor,1537,COMEDY,1841. democracy,3122,TRAGEDY
1842. burst,4940,COMEDY,1842. aspect,1121,TRAGEDY
1843. attendees,3526,COMEDY,1843. World,737,TRAGEDY
1844. reduction,1302,TRAGEDY,1844. advocacy,2208,TRAGEDY
1845. creation,906,COMEDY,1845. branches,3571,TRAGEDY
1846. congestion,4067,TRAGEDY,1846. demand,766,TRAGEDY
1847. wrapped,4684,COMEDY,1847. officials,2099,TRAGEDY
1848. below,3801,TRAGEDY,1848. Big,3212,COMEDY
1849. status,829,TRAGEDY,1849. terrain,3223,TRAGEDY
1850. clarity,2287,COMEDY,1850. blue,1708,COMEDY
1851. write,499,COMEDY,1851. therapy,503,COMEDY
1852. entertainment,1431,COMEDY,1852. wage,4728,TRAGEDY
1853. parks,2412,COMEDY,1853. pages,1456,COMEDY
1854. embraced,3913,COMEDY,1854. unit,2216,TRAGEDY
1855. presence,591,COMEDY,1855. Love,2786,COMEDY
1856. speaking,1565,COMEDY,1856. Try,1331,COMEDY
1857. European,4614,TRAGEDY,1857. victims,3293,TRAGEDY
1858. innovation,791,COMEDY,1858. usage,1092,TRAGEDY
1859. password,1553,TRAGEDY,1859. suppliers,2976,TRAGEDY
1860. focusing,1099,COMEDY,1860. advancement,3744,TRAGEDY
1861. athletes,1813,COMEDY,1861. hole,4262,COMEDY
1862. scenarios,1761,COMEDY,1862. computers,3681,COMEDY
1863. dreams,1555,COMEDY,1863. sand,3279,COMEDY
1864. Government,3371,TRAGEDY,1864. contribution,3628,TRAGEDY
1865. newfound,4169,COMEDY,1865. trust,568,TRAGEDY
1866. victims,3293,TRAGEDY,1866. cooling,4002,COMEDY
1867. sex,1889,COMEDY,1867. ear,4122,COMEDY
1868. collected,2737,COMEDY,1868. Keep,723,COMEDY
1869. escape,1616,COMEDY,1869. reasoning,2836,TRAGEDY
1870. ease,1735,COMEDY,1870. preparation,2750,TRAGEDY
1871. suited,4832,COMEDY,1871. released,1729,TRAGEDY
1872. addition,459,COMEDY,1872. oceans,4046,TRAGEDY
1873. broke,4479,TRAGEDY,1873. born,2363,TRAGEDY
1874. galleries,4768,COMEDY,1874. parts,736,COMEDY
1875. peers,2945,COMEDY,1875. views,823,TRAGEDY
1876. endurance,4167,TRAGEDY,1876. chosen,1971,TRAGEDY
1877. regarding,898,COMEDY,1877. passionate,4621,TRAGEDY
1878. visit,722,COMEDY,1878. horror,2591,TRAGEDY
1879. breathing,1236,COMEDY,1879. wines,4848,COMEDY
1880. shooting,4360,TRAGEDY,1880. Hotel,4450,COMEDY
1881. calls,1564,COMEDY,1881. fiber,2517,COMEDY
1882. Impact,2569,TRAGEDY,1882. releases,3884,TRAGEDY
1883. table,675,COMEDY,1883. websites,1023,COMEDY
1884. muscle,1642,COMEDY,1884. writers,1917,TRAGEDY
1885. represent,1858,COMEDY,1885. installed,2480,COMEDY
1886. massage,3666,COMEDY,1886. collected,2737,TRAGEDY
1887. Middle,2640,COMEDY,1887. cum,4452,COMEDY
1888. listed,3654,COMEDY,1888. counseling,2891,TRAGEDY
1889. collecting,4216,COMEDY,1889. breaking,1890,TRAGEDY
1890. relax,2409,COMEDY,1890. began,489,TRAGEDY
1891. monitor,1060,COMEDY,1891. dress,1740,COMEDY
1892. decreased,4510,TRAGEDY,1892. resolved,4758,TRAGEDY
1893. sort,2044,COMEDY,1893. measure,1248,TRAGEDY
1894. Park,1247,COMEDY,1894. ones,652,COMEDY
1895. branding,3069,COMEDY,1895. observation,4774,COMEDY
1896. whispers,3625,TRAGEDY,1896. float,2428,COMEDY
1897. subscription,4769,COMEDY,1897. clouds,3493,COMEDY
1898. rehabilitation,4801,TRAGEDY,1898. pasta,2990,COMEDY
1899. Tips,3813,COMEDY,1899. shirt,4062,COMEDY
1900. substitute,3842,COMEDY,1900. John,585,COMEDY
1901. section,885,COMEDY,1901. execution,3010,TRAGEDY
1902. require,633,COMEDY,1902. processes,619,TRAGEDY
1903. AND,3390,COMEDY,1903. candidate,2958,TRAGEDY
1904. seeking,855,TRAGEDY,1904. x,392,TRAGEDY
1905. papers,3081,COMEDY,1905. chest,1876,COMEDY
1906. La,3209,COMEDY,1906. gene,2586,TRAGEDY
1907. discussing,1976,COMEDY,1907. kinds,4511,COMEDY
1908. posts,1570,COMEDY,1908. July,3696,COMEDY
1909. challenges,84,TRAGEDY,1909. tourism,917,COMEDY
1910. everything,435,COMEDY,1910. analysis,253,TRAGEDY
1911. lots,4263,COMEDY,1911. capital,2042,TRAGEDY
1912. adjusting,3343,COMEDY,1912. shades,3782,COMEDY
1913. incentives,1429,COMEDY,1913. connect,679,COMEDY
1914. n,2898,COMEDY,1914. relation,4765,TRAGEDY
1915. navigation,2801,COMEDY,1915. thank,2421,COMEDY
1916. garlic,3177,COMEDY,1916. template,3376,TRAGEDY
1917. attempting,3631,COMEDY,1917. realizes,4747,TRAGEDY
1918. component,1509,COMEDY,1918. experiments,3506,TRAGEDY
1919. camera,678,COMEDY,1919. Public,3023,TRAGEDY
1920. crew,2322,COMEDY,1920. discoveries,3799,TRAGEDY
1921. caused,796,TRAGEDY,1921. humans,801,COMEDY
1922. Help,4837,COMEDY,1922. dedication,1805,TRAGEDY
1923. Market,2465,COMEDY,1923. master,2224,COMEDY
1924. spreading,3205,TRAGEDY,1924. wall,1796,TRAGEDY
1925. wagging,4928,COMEDY,1925. column,1643,TRAGEDY
1926. destination,1686,COMEDY,1926. representation,1172,TRAGEDY
1927. settled,4994,COMEDY,1927. beliefs,377,TRAGEDY
1928. number,107,COMEDY,1928. severity,3516,TRAGEDY
1929. danger,2097,TRAGEDY,1929. bar,1607,COMEDY
1930. smiled,4468,COMEDY,1930. broken,3984,TRAGEDY
1931. domain,1644,COMEDY,1931. asking,1903,COMEDY
1932. master,2224,COMEDY,1932. nuts,2403,COMEDY
1933. population,759,COMEDY,1933. driven,2654,TRAGEDY
1934. enabling,2038,COMEDY,1934. album,1929,COMEDY
1935. creators,3927,COMEDY,1935. museums,2855,TRAGEDY
1936. visiting,1965,COMEDY,1936. capturing,1165,COMEDY
1937. maintained,3912,COMEDY,1937. experts,1330,TRAGEDY
1938. diving,4692,COMEDY,1938. alignment,4523,TRAGEDY
1939. Fund,4766,COMEDY,1939. perspectives,779,TRAGEDY
1940. products,103,COMEDY,1940. estimated,3661,TRAGEDY
1941. practices,70,COMEDY,1941. enhance,454,COMEDY
1942. reveals,4459,TRAGEDY,1942. receiving,2541,COMEDY
1943. direction,1500,COMEDY,1943. buses,4961,COMEDY
1944. fees,2228,COMEDY,1944. texts,3197,COMEDY
1945. managing,984,COMEDY,1945. logging,4858,TRAGEDY
1946. preference,2593,COMEDY,1946. avoid,387,TRAGEDY
1947. have,11,COMEDY,1947. Student,4277,COMEDY
1948. E,2857,COMEDY,1948. teachers,1608,COMEDY
1949. USA,3525,COMEDY,1949. guests,1974,COMEDY
1950. Mental,3636,TRAGEDY,1950. healthcare,306,TRAGEDY
1951. gardening,4741,COMEDY,1951. parent,2732,COMEDY
1952. soap,3475,COMEDY,1952. Rome,4282,TRAGEDY
1953. includes,278,NEUTRAL,1953. farmers,996,COMEDY
1954. right,765,NEUTRAL,1954. mushrooms,3863,COMEDY
1955. possesses,4618,NEUTRAL,1955. biodiversity,1407,TRAGEDY
1956. protection,836,NEUTRAL,1956. profitability,4276,TRAGEDY
1957. Define,2111,NEUTRAL,1957. responsibility,815,TRAGEDY
1958. Fire,4554,TRAGEDY,1958. interesting,3318,COMEDY
1959. transmission,4012,NEUTRAL,1959. mention,2667,COMEDY
1960. held,825,NEUTRAL,1960. Developing,3763,TRAGEDY
1961. policy,517,NEUTRAL,1961. discuss,946,COMEDY
1962. enemies,2065,TRAGEDY,1962. objective,4289,TRAGEDY
1963. Companies,2677,NEUTRAL,1963. beginner,4816,COMEDY
1964. bullet,4445,TRAGEDY,1964. emphasis,1651,TRAGEDY
1965. text,212,NEUTRAL,1965. IoT,4254,TRAGEDY
1966. fats,3490,COMEDY,1966. emotions,357,TRAGEDY
1967. town,907,NEUTRAL,1967. probability,3951,TRAGEDY
1968. miss,3595,TRAGEDY,1968. involve,1197,COMEDY
1969. simulation,4353,NEUTRAL,1969. bird,2360,COMEDY
1970. herself,595,NEUTRAL,1970. oneself,3990,TRAGEDY
1971. pants,1793,COMEDY,1971. monitor,1060,TRAGEDY
1972. health,39,NEUTRAL,1972. Python,1173,COMEDY
1973. align,2214,NEUTRAL,1973. Journal,2437,TRAGEDY
1974. concerning,4391,TRAGEDY,1974. components,1227,TRAGEDY
1975. reached,1692,NEUTRAL,1975. loan,3644,TRAGEDY
1976. recovery,1441,TRAGEDY,1976. Healthcare,3773,TRAGEDY
1977. fuck,1715,COMEDY,1977. pandemic,1397,TRAGEDY
1978. storage,868,NEUTRAL,1978. visiting,1965,COMEDY
1979. fears,2613,TRAGEDY,1979. means,334,TRAGEDY
1980. vibrant,3500,COMEDY,1980. lab,3694,TRAGEDY
1981. calming,3808,COMEDY,1981. regulations,560,TRAGEDY
1982. father,1419,TRAGEDY,1982. disadvantages,4596,TRAGEDY
1983. arrived,2977,COMEDY,1983. planning,663,TRAGEDY
1984. preparing,2760,TRAGEDY,1984. portfolio,2853,TRAGEDY
1985. topic,744,COMEDY,1985. stumbled,3510,COMEDY
1986. noise,1694,COMEDY,1986. humanity,1812,TRAGEDY
1987. stretch,3136,COMEDY,1987. whispering,3752,COMEDY
1988. quote,3437,COMEDY,1988. information,22,TRAGEDY
1989. Sophie,3618,COMEDY,1989. believes,3450,TRAGEDY
1990. books,788,COMEDY,1990. Hall,4948,TRAGEDY
1991. hygiene,4325,COMEDY,1991. sequence,1954,TRAGEDY
1992. film,551,COMEDY,1992. dream,1865,COMEDY
1993. sent,1593,COMEDY,1993. made,52,TRAGEDY
1994. extend,4144,COMEDY,1994. posture,3761,COMEDY
1995. tolerance,3902,TRAGEDY,1995. Scene,1769,TRAGEDY
1996. celebrations,4849,COMEDY,1996. organizations,178,TRAGEDY
1997. Organization,4052,TRAGEDY,1997. Setting,3440,TRAGEDY
1998. armor,4542,TRAGEDY,1998. checked,4633,TRAGEDY
1999. water,54,COMEDY,1999. felt,356,TRAGEDY
2000. representation,1172,TRAGEDY,2000. drama,3174,TRAGEDY
2001. detect,1992,TRAGEDY,2001. minimize,1322,TRAGEDY
2002. household,3546,COMEDY,2002. standard,2665,TRAGEDY
2003. glowing,4436,COMEDY,2003. ignore,3957,COMEDY
2004. costs,474,TRAGEDY,2004. lens,1068,TRAGEDY
2005. control,161,TRAGEDY,2005. SQL,3271,TRAGEDY
2006. dioxide,3203,TRAGEDY,2006. prayer,4866,TRAGEDY
2007. arrival,3935,COMEDY,2007. server,1142,TRAGEDY
2008. bird,2360,COMEDY,2008. millions,2452,TRAGEDY
2009. spring,3426,COMEDY,2009. OpenAI,1888,TRAGEDY
2010. they,8,COMEDY,2010. Company,1577,TRAGEDY
2011. perfect,4643,COMEDY,2011. outline,2702,COMEDY
2012. goals,182,COMEDY,2012. fulfillment,4203,COMEDY
2013. develop,262,COMEDY,2013. connections,1123,COMEDY
2014. desire,973,TRAGEDY,2014. affecting,2101,TRAGEDY
2015. camping,3100,COMEDY,2015. teaching,1552,COMEDY
2016. therapist,2470,TRAGEDY,2016. scheduling,4008,COMEDY
2017. edge,1424,TRAGEDY,2017. approaches,1090,COMEDY
2018. battery,2297,COMEDY,2018. def,1202,COMEDY
2019. mixing,3094,COMEDY,2019. Remember,322,TRAGEDY
2020. producers,3667,COMEDY,2020. Encourage,1633,COMEDY
2021. cover,964,TRAGEDY,2021. html,3270,COMEDY
2022. build,321,COMEDY,2022. yields,3655,COMEDY
2023. weaknesses,2514,TRAGEDY,2023. dedicated,1720,COMEDY
2024. JSON,2600,COMEDY,2024. dependencies,4727,COMEDY
2025. accused,4812,TRAGEDY,2025. risk,264,TRAGEDY
2026. friend,648,COMEDY,2026. strengths,1544,COMEDY
2027. Zealand,4925,COMEDY,2027. chips,3341,COMEDY
2028. consumed,3036,TRAGEDY,2028. file,244,COMEDY
2029. buffer,4432,COMEDY,2029. guys,2871,COMEDY
2030. wonder,1887,COMEDY,2030. stations,3266,COMEDY
2031. questions,258,TRAGEDY,2031. direction,1500,COMEDY
2032. Technology,1948,COMEDY,2032. institution,3719,TRAGEDY
2033. struggling,1357,TRAGEDY,2033. effort,688,COMEDY
2034. composition,933,COMEDY,2034. motor,4553,COMEDY
2035. compounds,4259,COMEDY,2035. hosting,3290,COMEDY
2036. link,1478,COMEDY,2036. edit,4294,COMEDY
2037. Halo,4834,COMEDY,2037. director,3527,COMEDY
2038. Green,3375,COMEDY,2038. wrap,3754,COMEDY
2039. empowerment,4639,COMEDY,2039. passage,1084,TRAGEDY
2040. giving,858,COMEDY,2040. dating,3581,COMEDY
2041. fitness,1126,COMEDY,2041. terms,409,TRAGEDY
2042. go,263,COMEDY,2042. Earth,1089,TRAGEDY
2043. support,38,COMEDY,2043. Jane,1280,COMEDY
2044. trend,1968,COMEDY,2044. wonder,1887,COMEDY
2045. surgery,3670,TRAGEDY,2045. Bridge,4708,TRAGEDY
2046. gap,2523,COMEDY,2046. wanted,1022,TRAGEDY
2047. virus,3517,TRAGEDY,2047. sword,4629,TRAGEDY
2048. appliances,3846,COMEDY,2048. therapies,3781,TRAGEDY
2049. pushing,1972,COMEDY,2049. source,424,TRAGEDY
2050. port,3320,COMEDY,2050. display,674,COMEDY
2051. bonds,2972,COMEDY,2051. recovery,1441,TRAGEDY
2052. celebrate,2278,COMEDY,2052. rent,3879,TRAGEDY
2053. chance,1069,COMEDY,2053. cozy,3857,COMEDY
2054. oversight,4850,TRAGEDY,2054. vintage,2530,COMEDY
2055. rolls,4665,COMEDY,2055. detection,2304,TRAGEDY
2056. traveling,2989,COMEDY,2056. devices,556,TRAGEDY
2057. seen,358,COMEDY,2057. flow,1238,COMEDY
2058. remained,2129,TRAGEDY,2058. explained,4051,TRAGEDY
2059. nodded,3843,COMEDY,2059. uncover,4272,TRAGEDY
2060. injuries,2076,TRAGEDY,2060. access,64,TRAGEDY
2061. desert,3858,TRAGEDY,2061. Chris,4884,COMEDY
2062. requests,1699,COMEDY,2062. purpose,664,TRAGEDY
2063. yield,4230,COMEDY,2063. pride,2255,TRAGEDY
2064. knees,3722,COMEDY,2064. village,2411,COMEDY
2065. fix,2606,COMEDY,2065. having,396,COMEDY
2066. banking,3996,COMEDY,2066. smoking,4490,TRAGEDY
2067. feet,731,COMEDY,2067. ghost,4260,COMEDY
2068. angles,4271,COMEDY,2068. environments,1264,TRAGEDY
2069. Space,3755,COMEDY,2069. Online,2604,TRAGEDY
2070. leather,3232,COMEDY,2070. happen,1675,TRAGEDY
2071. pattern,1542,COMEDY,2071. Dark,4079,TRAGEDY
2072. revolutionize,4846,TRAGEDY,2072. brings,1719,TRAGEDY
2073. Club,3037,COMEDY,2073. gardens,3063,COMEDY
2074. hiding,4721,TRAGEDY,2074. buffer,4432,COMEDY
2075. required,586,TRAGEDY,2075. Plan,2113,TRAGEDY
2076. Create,385,COMEDY,2076. pairs,3294,COMEDY
2077. Pro,4393,COMEDY,2077. Dear,2529,TRAGEDY
2078. dependence,4949,TRAGEDY,2078. Games,3896,COMEDY
2079. maintain,379,TRAGEDY,2079. yoga,1355,COMEDY
2080. collaboration,690,COMEDY,2080. himself,622,TRAGEDY
2081. assault,4699,TRAGEDY,2081. graph,3564,TRAGEDY
2082. guidelines,561,TRAGEDY,2082. cuisine,1063,COMEDY
2083. referring,3825,COMEDY,2083. administration,3250,TRAGEDY
2084. reported,1966,TRAGEDY,2084. Israel,4168,TRAGEDY
2085. surprised,3936,COMEDY,2085. breaths,3725,TRAGEDY
2086. arts,1571,COMEDY,2086. follows,1420,TRAGEDY
2087. receiving,2541,COMEDY,2087. promotions,3132,COMEDY
2088. speeds,4647,COMEDY,2088. assist,944,COMEDY
2089. allocation,4464,TRAGEDY,2089. governments,969,TRAGEDY
2090. blockchain,2361,TRAGEDY,2090. dialogue,701,COMEDY
2091. panels,2265,COMEDY,2091. enabled,1928,COMEDY
2092. coach,3242,COMEDY,2092. perfect,4643,COMEDY
2093. recognizing,2796,COMEDY,2093. dragon,2780,COMEDY
2094. tasks,440,TRAGEDY,2094. emphasized,4034,TRAGEDY
2095. saved,2883,COMEDY,2095. maximize,3138,TRAGEDY
2096. snack,2467,COMEDY,2096. Ahri,4081,COMEDY
2097. log,2686,COMEDY,2097. order,346,TRAGEDY
2098. suggested,2826,COMEDY,2098. page,624,COMEDY
2099. clues,4685,COMEDY,2099. project,193,TRAGEDY
2100. does,98,COMEDY,2100. placement,4001,TRAGEDY
2101. urgency,2956,TRAGEDY,2101. countries,215,TRAGEDY
2102. anything,406,COMEDY,2102. JSON,2600,COMEDY
2103. Trump,3406,COMEDY,2103. territory,4462,TRAGEDY
2104. smell,2731,COMEDY,2104. introduction,1825,COMEDY
2105. spoke,3029,TRAGEDY,2105. agencies,1665,TRAGEDY
2106. topics,787,TRAGEDY,2106. fascinating,1881,COMEDY
2107. battle,1125,TRAGEDY,2107. shots,4076,TRAGEDY
2108. learn,226,TRAGEDY,2108. match,857,COMEDY
2109. A,477,COMEDY,2109. conversion,2551,TRAGEDY
2110. illnesses,4007,TRAGEDY,2110. lock,4341,TRAGEDY
2111. outline,2702,TRAGEDY,2111. account,625,COMEDY
2112. costumes,4786,COMEDY,2112. crafting,4781,COMEDY
2113. pop,2673,COMEDY,2113. attention,314,COMEDY
2114. Use,74,TRAGEDY,2114. weight,781,TRAGEDY
2115. varying,2337,TRAGEDY,2115. beings,2496,TRAGEDY
2116. cyber,4779,TRAGEDY,2116. trail,2249,TRAGEDY
2117. hosting,3290,COMEDY,2117. inform,2388,COMEDY
2118. conferences,3819,TRAGEDY,2118. Tell,4654,COMEDY
2119. Try,1331,COMEDY,2119. migration,2711,TRAGEDY
2120. smooth,4788,COMEDY,2120. Project,2078,COMEDY
2121. Don,2875,COMEDY,2121. hate,4638,TRAGEDY
2122. murder,4715,TRAGEDY,2122. Order,4608,TRAGEDY
2123. divine,3998,TRAGEDY,2123. perseverance,3743,COMEDY
2124. ruled,4585,TRAGEDY,2124. biology,4712,COMEDY
2125. generating,2144,TRAGEDY,2125. tag,3635,COMEDY
2126. instructions,719,TRAGEDY,2126. R,2014,COMEDY
2127. line,299,TRAGEDY,2127. commentary,4577,COMEDY
2128. panel,3125,TRAGEDY,2128. Revolution,2553,TRAGEDY
2129. conditions,287,TRAGEDY,2129. behaviors,1382,COMEDY
2130. secrets,2254,TRAGEDY,2130. join,1519,COMEDY
2131. anticipation,2199,TRAGEDY,2131. thoughts,530,COMEDY
2132. balls,3703,COMEDY,2132. Industry,4435,TRAGEDY
2133. phrases,2643,COMEDY,2133. written,850,COMEDY
2134. employer,4784,TRAGEDY,2134. Empire,1336,TRAGEDY
2135. prey,3737,TRAGEDY,2135. criticized,4238,TRAGEDY
2136. demand,766,TRAGEDY,2136. opened,2303,COMEDY
2137. forest,1691,TRAGEDY,2137. crops,1511,COMEDY
2138. analysis,253,TRAGEDY,2138. emerging,1770,COMEDY
2139. establish,976,TRAGEDY,2139. Adding,4359,COMEDY
2140. Practice,1506,COMEDY,2140. consult,1891,COMEDY
2141. Sapphire,4350,TRAGEDY,2141. smoke,2636,TRAGEDY
2142. referred,4130,TRAGEDY,2142. leveraging,3545,TRAGEDY
2143. book,361,COMEDY,2143. succeed,2617,COMEDY
2144. Store,3784,COMEDY,2144. October,3524,COMEDY
2145. insert,4417,COMEDY,2145. practices,70,COMEDY
2146. protests,3360,TRAGEDY,2146. survival,1777,TRAGEDY
2147. Ed,2057,COMEDY,2147. Social,1296,COMEDY
2148. Research,888,TRAGEDY,2148. comfort,1059,COMEDY
2149. relief,1399,COMEDY,2149. seats,4862,COMEDY
2150. optimize,1176,TRAGEDY,2150. degradation,2889,TRAGEDY
2151. explored,2655,TRAGEDY,2151. sits,3916,COMEDY
2152. commitment,799,TRAGEDY,2152. Page,4005,COMEDY
2153. Visitors,4898,COMEDY,2153. phrase,2714,COMEDY
2154. Charles,4934,COMEDY,2154. Sayori,574,COMEDY
2155. enemy,2971,TRAGEDY,2155. individual,900,COMEDY
2156. transaction,2994,TRAGEDY,2156. specializes,4749,COMEDY
2157. flexibility,1540,COMEDY,2157. renewed,4557,COMEDY
2158. George,3494,COMEDY,2158. Meditation,4901,COMEDY
2159. square,3765,COMEDY,2159. exercise,571,COMEDY
2160. format,864,TRAGEDY,2160. educators,3910,COMEDY
2161. artwork,1450,COMEDY,2161. grass,4496,COMEDY
2162. core,1467,TRAGEDY,2162. enthusiasm,3999,COMEDY
2163. channels,1145,COMEDY,2163. talking,1573,COMEDY
2164. aligned,3817,COMEDY,2164. promote,177,COMEDY
2165. gains,4183,COMEDY,2165. k,3005,COMEDY
2166. practicing,1535,COMEDY,2166. matching,4773,COMEDY
